"MUNICIPIO","DESCRICAO","REGIAO"
"3136108","JOANESIA","174"
"3136207","JOAO MONLEVADE","183"
"3136306","JOAO PINHEIRO","160"
"3136405","JOAQUIM FELICIO","166"
"3136504","JORDANIA","165"
"3136603","NOVA UNIAO","182"
"3136652","JUATUBA",""
"3136702","JUIZ DE FORA","200"
"3136801","JURAMENTO","162"
"3136900","JURUAIA","194"
"3137007","LADAINHA","168"
"3137106","LAGAMAR","160"
"3137205","LAGOA DA PRATA","180"
"3137304","LAGOA DOS PATOS","162"
"3137403","LAGOA DOURADA","195"
"3137502","LAGOA FORMOSA","172"
"3137536","LAGOA GRANDE",""
"3137601","LAGOA SANTA","182"
"3137700","LAJINHA","189"
"3137809","LAMBARI","198"
"3137908","LAMIM","192"
"3138005","LARANJAL","201"
"3138104","LASSANCE","166"
"3138203","LAVRAS","199"
"3138302","LEANDRO FERREIRA","180"
"3138401","LEOPOLDINA","201"
"3138500","LIBERDADE","199"
"3138609","LIMA DUARTE","200"
"3138625","LIMEIRA DO OESTE",""
"3138658","LONTRA",""
"3138708","LUMINARIAS","199"
"3138807","LUZ","180"
"3138906","MACHACALIS","169"
"3139003","MACHADO","190"
"3139102","MADRE DE DEUS DE MINAS","199"
"3139201","MALACACHETA","168"
"3139250","MAMONAS",""
"3139300","MANGA","157"
"3139409","MANHUACU","189"
"3139508","MANHUMIRIM","189"
"3139607","MANTENA","176"
"3139706","MARAVILHAS","181"
"3139805","MAR DE ESPANHA","200"
"3139904","MARIA DA FE","202"
"3140001","MARIANA","187"
"3140100","MARILAC","175"
"3140209","MARIPA DE MINAS","200"
"3140308","MARLIERIA","183"
"3140407","MARMELOPOLIS","202"
"3140506","MARTINHO CAMPOS","173"
"3140555","MATA VERDE",""
"3140605","MATERLANDIA","174"
"3140704","MATEUS LEME","186"
"3140803","MATIAS BARBOSA","200"
"3140852","MATIAS CARDOSO",""
"3140902","MATIPO","189"
"3141009","MATO VERDE","158"
"3141108","MATOZINHOS","182"
"3141207","MATUTINA","172"
"3141306","MEDEIROS","180"
"3141405","MEDINA","164"
"3141504","MENDES PIMENTEL","176"
"3141603","MERCES","200"
"3141702","MESQUITA","174"
"3141801","MINAS NOVAS","167"
"3141900","MINDURI","199"
"3142007","MIRABELA","162"
"3142106","MIRADOURO","193"
"3142205","MIRAI","193"
"3142304","MOEDA","187"
"3142403","MOEMA","180"
"3142502","MONJOLOS","166"
"3142601","MONSENHOR PAULO","198"
"3142700","MONTALVANIA","157"
"3142809","MONTE ALEGRE DE MINAS","170"
"3142908","MONTE AZUL","158"
"3143005","MONTE BELO","194"
"3143104","MONTE CARMELO","171"
"3143203","MONTE SANTO DE MINAS","194"
"3143302","MONTES CLAROS","162"
"3143401","MONTE SIAO","198"
"3143450","MONTEZUMA",""
"3143500","MORADA NOVA DE MINAS","173"
"3143609","MORRO DA GARCA","166"
"3143708","MORRO DO PILAR","183"
"3143807","MUNHOZ","202"
"3143906","MURIAE","193"
"3144003","MUTUM","185"
"3144102","MUZAMBINHO","194"
"3144201","NACIP RAYDAN","175"
"3144300","NANUQUE","169"
"3144409","NATERCIA","198"
"3144508","NAZARENO","195"
"3144607","NEPOMUCENO","190"
"3144706","NOVA ERA","183"
"3144805","NOVA LIMA","182"
"3144904","NOVA MODICA","175"
"3145000","NOVA PONTE","179"
"3145109","NOVA RESENDE","194"
"3145208","NOVA SERRANA","180"
"3145307","NOVO CRUZEIRO","164"
"3145406","OLARIA","200"
"3145505","OLIMPIO NORONHA","198"
"3145604","OLIVEIRA","191"
"3145703","OLIVEIRA FORTES","200"
"3145802","ONCA DE PITANGUI","186"
"3145901","OURO BRANCO","187"
"3146008","OURO FINO","198"
"3146107","OURO PRETO","187"
"3146206","OURO VERDE DE MINAS","169"
"3146305","PADRE PARAISO","164"
"3146404","PAINEIRAS","173"
"3146503","PAINS","180"
"3146602","PAIVA","200"
"3146701","PALMA","201"
"3146750","PALMOPOLIS",""
"3146909","PAPAGAIOS","181"
"3147006","PARACATU","160"
"3147105","PARA DE MINAS","186"
"3147204","PARAGUACU","190"
"3147303","PARAISOPOLIS","202"
"3147402","PARAOPEBA","181"
"3147501","PASSABEM","183"
"3147600","PASSA QUATRO","202"
"3147709","PASSA TEMPO","191"
"3147808","PASSA VINTE","199"
"3147907","PASSOS","190"
"3148004","PATOS DE MINAS","172"
"3148103","PATROCINIO","171"
"3148202","PATROCINIO DO MURIAE","193"
"3148301","PAULA CANDIDO","192"
"3148400","PAULISTAS","174"
"3148509","PAVAO","168"
"3148608","PECANHA","174"
"3148707","PEDRA AZUL","164"
"3148806","PEDRA DO ANTA","192"
"3148905","PEDRA DO INDAIA","191"
"3149002","PEDRA DOURADA","193"
"3149101","PEDRALVA","198"
"3149150","PEDRAS DE MARIA DA CRUZ",""
"3149200","PEDRINOPOLIS","179"
"3149309","PEDRO LEOPOLDO","182"
"3149408","PEDRO TEIXEIRA","200"
"3149507","PEQUERI","200"
"3149606","PEQUI","181"
"3149705","PERDIGAO","180"
"3149804","PERDIZES","179"
"3149903","PERDOES","191"
"3150000","PESCADOR","175"
"3150109","PIAU","196"
"3150208","PIEDADE DE PONTE NOVA","188"
"3150307","PIEDADE DO RIO GRANDE","199"
"3150406","PIEDADE DOS GERAIS","187"
"3150505","PIMENTA","180"
"3150604","PIRACEMA","191"
"3150703","PIRAJUBA","177"
"3150802","PIRANGA","192"
"3150901","PIRANGUCU","202"
"3151008","PIRANGUINHO","198"
"3151107","PIRAPETINGA","201"
"3151206","PIRAPORA","161"
"3151305","PIRAUBA","196"
"3151404","PITANGUI","180"
"3151503","PIUI","180"
"3151602","PLANURA","177"
"3151701","POCO FUNDO","198"
"3151800","POCOS DE CALDAS","197"
"3151909","POCRANE","185"
"3152006","POMPEU","173"
"3152105","PONTE NOVA","188"
"3152204","PORTEIRINHA","158"
"3152303","PORTO FIRME","192"
"3152402","POTE","168"
"3152501","POUSO ALEGRE","198"
"3152600","POUSO ALTO","202"
"3152709","PRADOS","195"
"3152808","PRATA","177"
"3152907","PRATAPOLIS","190"
"3153004","PRATINHA","179"
"3153103","PRESIDENTE BERNARDES","192"
"3153202","PRESIDENTE JUSCELINO","166"
"3153301","PRESIDENTE KUBITSCHEK","167"
"3153400","PRESIDENTE OLEGARIO","160"
"3153509","ALTO JEQUITIBA","189"
"3153608","PRUDENTE DE MORAIS","182"
"3153707","QUARTEL GERAL","173"
"3153806","QUELUZITA","187"
"3153905","RAPOSOS","182"
"3154002","RAUL SOARES","188"
"3154101","RECREIO","201"
"3154200","RESENDE COSTA","195"
"3154309","RESPLENDOR","185"
"3154408","RESSAQUINHA","195"
"3154457","RIACHINHO",""
"3154507","RIACHO DOS MACHADOS","158"
"3154606","RIBEIRAO DAS NEVES","182"
"3154705","RIBEIRAO VERMELHO","191"
"3154804","RIO ACIMA","182"
"3154903","RIO CASCA","188"
"3155009","RIO DOCE","188"
"3155108","RIO DO PRADO","165"
"3155207","RIO ESPERA","192"
"3155306","RIO MANSO","187"
"3155405","RIO NOVO","196"
"3155504","RIO PARANAIBA","172"
"3155603","RIO PARDO DE MINAS","159"
"3155702","RIO PIRACICABA","183"
"3155801","RIO POMBA","196"
"3155900","RIO PRETO","200"
"3156007","RIO VERMELHO","174"
"3156106","RITAPOLIS","195"
"3156205","ROCHEDO DE MINAS","200"
"3156304","RODEIRO","196"
"3156403","ROMARIA","171"
"3156502","RUBELITA","159"
"3156601","RUBIM","165"
"3156700","SABARA","182"
"3156809","SABINOPOLIS","174"
"3156908","SACRAMENTO","179"
"3157005","SALINAS","159"
"3157104","SALTO DA DIVISA","165"
"3157203","SANTA BARBARA","183"
"3157252","SANTA BARBARA DO LESTE",""
"3157302","SANTA BARBARA DO TUGURIO","195"
"3157401","SANTA CRUZ DO ESCALVADO","188"
"3157500","SANTA EFIGENIA DE MINAS","175"
"3157609","SANTA FE DE MINAS","161"
"3157708","SANTA JULIANA","179"
"3157807","SANTA LUZIA","182"
"3157906","SANTA MARGARIDA","189"
"3158003","SANTA MARIA DE ITABIRA","183"
"3158102","SANTA MARIA DO SALTO","165"
"3158201","SANTA MARIA DO SUACUI","174"
"3158300","SANTANA DA VARGEM","190"
"3158409","SANTANA DE CATAGUASES","201"
"3158508","SANTANA DE PIRAPAMA","181"
"3158607","SANTANA DO DESERTO","200"
"3158706","SANTANA DO GARAMBEU","199"
"3158805","SANTANA DO JACARE","191"
"3158904","SANTANA DO MANHUACU","189"
"3158953","SANTANA DO PARAISO",""
"3159001","SANTANA DO RIACHO","181"
"3159100","SANTANA DOS MONTES","187"
"3159209","SANTA RITA DE CALDAS","197"
"3159308","SANTA RITA DE JACUTINGA","200"
"3159357","SANTA RITA DE MINAS",""
"3159407","SANTA RITA DO IBITIPOCA","200"
"3159506","SANTA RITA DO ITUETO","185"
"3159605","SANTA RITA DO SAPUCAI","198"
"3159704","SANTA ROSA DA SERRA","180"
"3159803","SANTA VITORIA","170"
"3159902","SANTO ANTONIO DO AMPARO","191"
"3160009","SANTO ANTONIO DO AVENTUREIRO","201"
"3160108","SANTO ANTONIO DO GRAMA","188"
"3160207","SANTO ANTONIO DO ITAMBE","174"
"3160306","SANTO ANTONIO DO JACINTO","165"
"3160405","SANTO ANTONIO DO MONTE","180"
"3160504","SANTO ANTONIO DO RIO ABAIXO","183"
"3160603","SANTO HIPOLITO","166"
"3160702","SANTOS DUMONT","200"
"3160801","SAO BENTO ABADE","198"
"3160900","SAO BRAS DO SUACUI","187"
"3161007","SAO DOMINGOS DO PRATA","183"
"3161106","SAO FRANCISCO","157"
"3161205","SAO FRANCISCO DE PAULA","191"
"3161304","SAO FRANCISCO DE SALES","177"
"3161403","SAO FRANCISCO DO GLORIA","193"
"3161502","SAO GERALDO","196"
"3161601","SAO GERALDO DA PIEDADE","175"
"3161700","SAO GONCALO DO ABAETE","172"
"3161809","SAO GONCALO DO PARA","186"
"3161908","SAO GONCALO DO RIO ABAIXO","183"
"3162005","SAO GONCALO DO SAPUCAI","198"
"3162104","SAO GOTARDO","172"
"3162203","SAO JOAO BATISTA DO GLORIA","190"
"3162302","SAO JOAO DA MATA","198"
"3162401","SAO JOAO DA PONTE","162"
"3162500","SAO JOAO DEL REI","195"
"3162559","SAO JOAO DO MANHUACU",""
"3162575","SAO JOAO DO MANTENINHA",""
"3162609","SAO JOAO DO ORIENTE","184"
"3162708","SAO JOAO DO PARAISO","159"
"3162807","SAO JOAO EVANGELISTA","174"
"3162906","SAO JOAO NEPOMUCENO","200"
"3162955","SAO JOSE DA LAPA",""
"3163003","SAO JOSE DA SAFIRA","175"
"3163102","SAO JOSE DA VARGINHA","186"
"3163201","SAO JOSE DO ALEGRE","198"
"3163300","SAO JOSE DO DIVINO","175"
"3163409","SAO JOSE DO GOIABAL","183"
"3163508","SAO JOSE DO JACURI","174"
"3163607","SAO JOSE DO MANTIMENTO","189"
"3163706","SAO LOURENCO","198"
"3163805","SAO MIGUEL DO ANTA","192"
"3163904","SAO PEDRO DA UNIAO","194"
"3164001","SAO PEDRO DOS FERROS","188"
"3164100","SAO PEDRO DO SUACUI","174"
"3164209","SAO ROMAO","161"
"3164308","SAO ROQUE DE MINAS","180"
"3164407","SAO SEBASTIAO DA BELA VISTA","198"
"3164506","SAO SEBASTIAO DO MARANHAO","174"
"3164605","SAO SEBASTIAO DO OESTE","191"
"3164704","SAO SEBASTIAO DO PARAISO","194"
"3164803","SAO SEBASTIAO DO RIO PRETO","183"
"3164902","SAO SEBASTIAO DO RIO VERDE","202"
"3165008","SAO TIAGO","195"
"3165107","SAO TOMAS DE AQUINO","194"
"3165206","SAO TOME DAS LETRAS","199"
"3165305","SAO VICENTE DE MINAS","199"
"3165404","SAPUCAI-MIRIM","202"
"3165503","SARDOA","175"
"3165578","SENADOR AMARAL",""
"3165602","SENADOR CORTES","200"
"3165701","SENADOR FIRMINO","192"
"3165800","SENADOR JOSE BENTO","198"
"3165909","SENADOR MODESTINO GONCALVES","167"
"3166006","SENHORA DE OLIVEIRA","192"
"3166105","SENHORA DO PORTO","174"
"3166204","SENHORA DOS REMEDIOS","195"
"3166303","SERICITA","188"
"3166402","SERITINGA","199"
"3166501","SERRA AZUL DE MINAS","174"
"3166600","SERRA DA SAUDADE","180"
"3166709","SERRA DOS AIMORES","169"
"3166808","SERRA DO SALITRE","171"
"3166907","SERRANIA","190"
"3167004","SERRANOS","199"
"3167103","SERRO","167"
"3167202","SETE LAGOAS","181"
"3167301","SILVEIRANIA","196"
"3167400","SILVIANOPOLIS","198"
"3167509","SIMAO PEREIRA","200"
"3167608","SIMONESIA","189"
"3167707","SOBRALIA","184"
"3167806","SOLEDADE DE MINAS","198"
"3167905","TABULEIRO","196"
"3168002","TAIOBEIRAS","159"
"3168101","TAPIRA","179"
"3168200","TAPIRAI","180"
"3168309","TAQUARACU DE MINAS","182"
"3168408","TARUMIRIM","184"
"3168507","TEIXEIRAS","192"
"3168606","TEOFILO OTONI","168"
"3168705","TIMOTEO","183"
"3168804","TIRADENTES","195"
"3168903","TIROS","172"
"3169000","TOCANTINS","196"
"3169109","TOLEDO","202"
"3169208","TOMBOS","193"
"3169307","TRES CORACOES","198"
"3169356","TRES MARIAS","173"
"3169406","TRES PONTAS","190"
"3169505","TUMIRITINGA","185"
"3169604","TUPACIGUARA","170"
"3169703","TURMALINA","167"
"3169802","TURVOLANDIA","198"
"3169901","UBA","196"
"3170008","UBAI","162"
"3170057","UBAPORANGA",""
"3170107","UBERABA","178"
"3170206","UBERLANDIA","170"
"3170305","UMBURATIBA","169"
"3170404","UNAI","160"
"3170503","URUCANIA","188"
"3170529","URUCUIA",""
"3170602","VARGEM BONITA","180"
"3170701","VARGINHA","190"
"3170800","VARZEA DA PALMA","166"
"3170909","VARZELANDIA","162"
"3171006","VAZANTE","160"
"3171105","VERISSIMO","178"
"3171204","VESPASIANO","182"
"3171303","VICOSA","192"
"3171402","VIEIRAS","193"
"3171501","MATHIAS LOBATO","175"
"3171600","VIRGEM DA LAPA","164"
"3171709","VIRGINIA","202"
"3171808","VIRGINOPOLIS","174"
"3171907","VIRGOLANDIA","175"
"3172004","VISCONDE DO RIO BRANCO","196"
"3172103","VOLTA GRANDE","201"
"3172202","WENCESLAU BRAZ","202"
"3200000","ESPIRITO SANTO - IGNORADO",""
"3200102","AFONSO CLAUDIO","206"
"3200136","AGUIA BRANCA","204"
"3200169","AGUA DOCE DO NORTE","204"
"3200201","ALEGRE","209"
"3200300","ALFREDO CHAVES","206"
"3200359","ALTO RIO NOVO","204"
"3200409","ANCHIETA","210"
"3200508","APIACA","209"
"3200607","ARACRUZ","205"
"3200706","ATILIO VIVACQUA","209"
"3200805","BAIXO GUANDU","204"
"3200904","BARRA DE SAO FRANCISCO","204"
"3201001","BOA ESPERANCA","204"
"3201100","BOM JESUS DO NORTE","209"
"3201209","CACHOEIRO DE ITAPEMIRIM","209"
"3201308","CARIACICA","207"
"3201407","CASTELO","208"
"3201506","COLATINA","204"
"3201605","CONCEICAO DA BARRA","205"
"3201704","CONCEICAO DO CASTELO","208"
"3201803","DIVINO DE SAO LOURENCO","209"
"3201902","DOMINGOS MARTINS","206"
"3202009","DORES DO RIO PRETO","209"
"3202108","ECOPORANGA","203"
"3202207","FUNDAO","205"
"3202306","GUACUI","209"
"3202405","GUARAPARI","210"
"3202454","IBATIBA","208"
"3202504","IBIRACU","206"
"3202553","IBITIRAMA","209"
"3202603","ICONHA","210"
"3202652","IRUPI",""
"3202702","ITAGUACU","206"
"3202801","ITAPEMIRIM","210"
"3202900","ITARANA","206"
"3203007","IUNA","208"
"3203056","JAGUARE","205"
"3203106","JERONIMO MONTEIRO","209"
"3203130","JOAO NEIVA","206"
"3203163","LARANJA DA TERRA","206"
"3203205","LINHARES","205"
"3203304","MANTENOPOLIS","204"
"3203346","MARECHAL FLORIANO",""
"3203353","MARILANDIA","204"
"3203403","MIMOSO DO SUL","209"
"3203502","MONTANHA","203"
"3203601","MUCURICI","203"
"3203700","MUNIZ FREIRE","208"
"3203809","MUQUI","209"
"3203908","NOVA VENECIA","204"
"3204005","PANCAS","204"
"3204054","PEDRO CANARIO","205"
"3204104","PINHEIROS","205"
"3204203","PIUMA","210"
"3204302","PRESIDENTE KENNEDY","210"
"3204351","RIO BANANAL","205"
"3204401","RIO NOVO DO SUL","210"
"3204500","SANTA LEOPOLDINA","206"
"3204559","SANTA MARIA DE JETIBA","206"
"3204609","SANTA TERESA","206"
"3204658","SAO DOMINGOS DO NORTE",""
"3204708","SAO GABRIEL DA PALHA","204"
"3204807","SAO JOSE DO CALCADO","209"
"3204906","SAO MATEUS","205"
"3205002","SERRA","207"
"3205036","VARGEM ALTA","209"
"3205069","VENDA NOVA DO IMIGRANTE","208"
"3205101","VIANA","207"
"3205150","VILA PAVAO",""
"3205200","VILA VELHA","207"
"3205309","VITORIA","207"
"3300000","RIO DE JANEIRO - IGNORADO",""
"3300100","ANGRA DOS REIS","223"
"3300159","APERIBE",""
"3300209","ARARUAMA","222"
"3300225","AREAL",""
"3300258","ARRAIAL DO CABO","222"
"3300308","BARRA DO PIRAI","217"
"3300407","BARRA MANSA","217"
"3300456","BELFORD ROXO",""
"3300506","BOM JARDIM","216"
"3300605","BOM JESUS DO ITABAPOANA","211"
"3300704","CABO FRIO","222"
"3300803","CACHOEIRAS DE MACACU","220"
"3300902","CAMBUCI","212"
"3300951","COMENDADOR LEVY GASPARIAN",""
"3301009","CAMPOS DOS GOYTACAZES","213"
"3301108","CANTAGALO","214"
"3301157","CARDOSO MOREIRA",""
"3301207","CARMO","214"
"3301306","CASIMIRO DE ABREU","220"
"3301405","CONCEICAO DE MACABU","213"
"3301504","CORDEIRO","216"
"3301603","DUAS BARRAS","214"
"3301702","DUQUE DE CAXIAS","221"
"3301801","ENGENHEIRO PAULO DE FRONTIN","219"
"3301850","GUAPIMIRIM",""
"3301900","ITABORAI","221"
"3302007","ITAGUAI","221"
"3302056","ITALVA","213"
"3302106","ITAOCARA","214"
"3302205","ITAPERUNA","211"
"3302254","ITATIAIA","217"
"3302270","JAPERI",""
"3302304","LAJE DO MURIAE","211"
"3302403","MACAE","213"
"3302502","MAGE","221"
"3302601","MANGARATIBA","221"
"3302700","MARICA","221"
"3302809","MENDES","219"
"3302908","MIGUEL PEREIRA","219"
"3303005","MIRACEMA","212"
"3303104","NATIVIDADE","211"
"3303203","NILOPOLIS","221"
"3303302","NITEROI","221"
"3303401","NOVA FRIBURGO","218"
"3303500","NOVA IGUACU","221"
"3303609","PARACAMBI","221"
"3303708","PARAIBA DO SUL","215"
"3303807","PARATI","223"
"3303856","PATY DO ALFERES","219"
"3303906","PETROPOLIS","218"
"3304003","PIRAI","219"
"3304102","PORCIUNCULA","211"
"3304128","QUATIS",""
"3304144","QUEIMADOS",""
"3304151","QUISSAMA","213"
"3304201","RESENDE","217"
"3304300","RIO BONITO","220"
"3304409","RIO CLARO","219"
"3304508","RIO DAS FLORES","217"
"3304524","RIO DAS OSTRAS",""
"3304557","RIO DE JANEIRO","224"
"3304607","SANTA MARIA MADALENA","216"
"3304706","SANTO ANTONIO DE PADUA","212"
"3304805","SAO FIDELIS","213"
"3304904","SAO GONCALO","221"
"3305000","SAO JOAO DA BARRA","213"
"3305109","SAO JOAO DE MERITI","221"
"3305158","SAO JOSE DO VALE DO RIO PRETO","218"
"3305208","SAO PEDRO DA ALDEIA","222"
"3305307","SAO SEBASTIAO DO ALTO","216"
"3305406","SAPUCAIA","215"
"3305505","SAQUAREMA","222"
"3305604","SILVA JARDIM","220"
"3305703","SUMIDOURO","214"
"3305802","TERESOPOLIS","218"
"3305901","TRAJANO DE MORAIS","216"
"3306008","TRES RIOS","215"
"3306107","VALENCA","217"
"3306156","VARRE E SAI",""
"3306206","VASSOURAS","219"
"3306305","VOLTA REDONDA","217"
"3345014","RJ-ZONA PORTUARIA (RA 1)","224"
"3345022","RJ-ZONA CENTRAL (RA 2)","224"
"3345030","RJ-RIO COMPRIDO (RA 3)","224"
"3345048","RJ-BOTAFOGO (RA 4)","224"
"3345055","RJ-COPACABANA (RA 5)","224"
"3345063","RJ-LAGOA (RA 6)","224"
"3345071","RJ-SAO CRISTOVAO (RA 7)","224"
"3345089","RJ-TIJUCA (RA 8)","224"
"3345097","RJ-VILA ISABEL (RA 9)","224"
"3345105","RJ-RAMOS (RA 10)","224"
"3345113","RJ-PENHA (RA 11)","224"
"3345121","RJ-MEIER (RA 12)","224"
"3345139","RJ-ENGENHO NOVO (RA 13)","224"
"3345147","RJ-IRAJA (RA 14)","224"
"3345154","RJ-MADUREIRA (RA 15)","224"
"3345162","RJ-JACAREPAGUA (RA 16)","224"
"3345170","RJ-BANGU (RA 17)","224"
"3345188","RJ-CAMPO GRANDE (RA 18)","224"
"3345196","RJ-SANTA CRUZ (RA 19)","224"
"3345204","RJ-ILHA DO GOVERNADOR (RA 20)","224"
"3345212","RJ-ILHA DE PAQUETA (RA 21)","224"
"3345220","RJ-ANCHIETA (RA 22)","224"
"3345238","RJ-SANTA TERESA (RA 23)","224"
"3345246","RJ-BARRA DA TIJUCA (RA 24)","224"
"3345253","RJ-PAVUNA (RA 25)","224"
"3345261","RJ-GUARATIBA (RA 26)","224"
"3345279","RJ-ROCINHA (RA 27)","224"
"3345287","RJ-JACAREZINHO (RA 28)","224"
"3345295","RJ-ALEMAO (RA 29)","224"
"3345303","RJ-MARE (RA 30)","224"
"3500000","SAO PAULO - IGNORADO",""
"3500105","ADAMANTINA","239"
"3500204","ADOLFO","233"
"3500303","AGUAI","243"
"3500402","AGUAS DA PRATA","244"
"3500501","AGUAS DE LINDOIA","249"
"3500550","AGUAS DE SANTA BARBARA","253"
"3500600","AGUAS DE SAO PEDRO","247"
"3500709","AGUDOS","241"
"3500758","ALAMBARI",""
"3500808","ALFREDO MARCONDES","250"
"3500907","ALTAIR","227"
"3501004","ALTINOPOLIS","238"
"3501103","ALTO ALEGRE","240"
"3501152","ALUMINIO",""
"3501202","ALVARES FLORENCE","226"
"3501301","ALVARES MACHADO","250"
"3501400","ALVARO DE CARVALHO","245"
"3501509","ALVINLANDIA","245"
"3501608","AMERICANA","248"
"3501707","AMERICO BRASILIENSE","242"
"3501806","AMERICO DE CAMPOS","226"
"3501905","AMPARO","249"
"3502002","ANALANDIA","247"
"3502101","ANDRADINA","231"
"3502200","ANGATUBA","260"
"3502309","ANHEMBI","253"
"3502408","ANHUMAS","250"
"3502507","APARECIDA","259"
"3502606","APARECIDA D'OESTE","225"
"3502705","APIAI","264"
"3502754","ARACARIGUAMA",""
"3502804","ARACATUBA","231"
"3502903","ARACOIABA DA SERRA","256"
"3503000","ARAMINA","229"
"3503109","ARANDU","253"
"3503158","ARAPEI",""
"3503208","ARARAQUARA","242"
"3503307","ARARAS","248"
"3503406","AREALVA","241"
"3503505","AREIAS","263"
"3503604","AREIOPOLIS","253"
"3503703","ARIRANHA","235"
"3503802","ARTUR NOGUEIRA","248"
"3503901","ARUJA","262"
"3503950","ASPASIA",""
"3504008","ASSIS","251"
"3504107","ATIBAIA","258"
"3504206","AURIFLAMA","232"
"3504305","AVAI","241"
"3504404","AVANHANDAVA","240"
"3504503","AVARE","253"
"3504602","BADY BASSITT","234"
"3504701","BALBINOS","241"
"3504800","BALSAMO","234"
"3504909","BANANAL","263"
"3505005","BARAO DE ANTONINA","260"
"3505104","BARBOSA","240"
"3505203","BARIRI","246"
"3505302","BARRA BONITA","246"
"3505351","BARRA DO CHAPEU",""
"3505401","BARRA DO TURVO","264"
"3505500","BARRETOS","228"
"3505609","BARRINHA","237"
"3505708","BARUERI","262"
"3505807","BASTOS","245"
"3505906","BATATAIS","238"
"3506003","BAURU","241"
"3506102","BEBEDOURO","236"
"3506201","BENTO DE ABREU","231"
"3506300","BERNARDINO DE CAMPOS","252"
"3506359","BERTIOGA",""
"3506409","BILAC","240"
"3506508","BIRIGUI","240"
"3506607","BIRITIBA-MIRIM","262"
"3506706","BOA ESPERANCA DO SUL","242"
"3506805","BOCAINA","246"
"3506904","BOFETE","253"
"3507001","BOITUVA","255"
"3507100","BOM JESUS DOS PERDOES","258"
"3507159","BOM SUCESSO DE ITARARE",""
"3507209","BORA","251"
"3507308","BORACEIA","246"
"3507407","BORBOREMA","242"
"3507456","BOREBI",""
"3507506","BOTUCATU","253"
"3507605","BRAGANCA PAULISTA","258"
"3507704","BRAUNA","240"
"3507803","BRODOSQUI","238"
"3507902","BROTAS","247"
"3508009","BURI","260"
"3508108","BURITAMA","240"
"3508207","BURITIZAL","229"
"3508306","CABRALIA PAULISTA","241"
"3508405","CABREUVA","256"
"3508504","CACAPAVA","259"
"3508603","CACHOEIRA PAULISTA","259"
"3508702","CACONDE","244"
"3508801","CAFELANDIA","241"
"3508900","CAIABU","250"
"3509007","CAIEIRAS","262"
"3509106","CAIUA","250"
"3509205","CAJAMAR","262"
"3509254","CAJATI",""
"3509304","CAJOBI","235"
"3509403","CAJURU","238"
"3509452","CAMPINA DO MONTE ALEGRE",""
"3509502","CAMPINAS","248"
"3509601","CAMPO LIMPO PAULISTA","257"
"3509700","CAMPOS DO JORDAO","259"
"3509809","CAMPOS NOVOS PAULISTA","251"
"3509908","CANANEIA","265"
"3510005","CANDIDO MOTA","251"
"3510104","CANDIDO RODRIGUES","236"
"3510153","CANITAR",""
"3510203","CAPAO BONITO","261"
"3510302","CAPELA DO ALTO","256"
"3510401","CAPIVARI","254"
"3510500","CARAGUATATUBA","267"
"3510609","CARAPICUIBA","262"
"3510708","CARDOSO","226"
"3510807","CASA BRANCA","243"
"3510906","CASSIA DOS COQUEIROS","238"
"3511003","CASTILHO","231"
"3511102","CATANDUVA","235"
"3511201","CATIGUA","235"
"3511300","CEDRAL","234"
"3511409","CERQUEIRA CESAR","253"
"3511508","CERQUILHO","255"
"3511607","CESARIO LANGE","255"
"3511706","CHARQUEADA","254"
"3511904","CLEMENTINA","240"
"3512001","COLINA","228"
"3512100","COLOMBIA","228"
"3512209","CONCHAL","248"
"3512308","CONCHAS","253"
"3512407","CORDEIROPOLIS","248"
"3512506","COROADOS","240"
"3512605","CORONEL MACEDO","253"
"3512704","CORUMBATAI","247"
"3512803","COSMOPOLIS","248"
"3512902","COSMORAMA","226"
"3513009","COTIA","262"
"3513108","CRAVINHOS","237"
"3513207","CRISTAIS PAULISTA","230"
"3513306","CRUZALIA","251"
"3513405","CRUZEIRO","259"
"3513504","CUBATAO","266"
"3513603","CUNHA","263"
"3513702","DESCALVADO","242"
"3513801","DIADEMA","232"
"3513850","DIRCE REIS",""
"3513900","DIVINOLANDIA","244"
"3514007","DOBRADA","242"
"3514106","DOIS CORREGOS","246"
"3514205","DOLCINOPOLIS","225"
"3514304","DOURADO","242"
"3514403","DRACENA","239"
"3514502","DUARTINA","241"
"3514601","DUMONT","237"
"3514700","ECHAPORA","251"
"3514809","ELDORADO","265"
"3514908","ELIAS FAUSTO","248"
"3514924","ELISIARIO",""
"3514957","EMBAUBA",""
"3515004","EMBU","262"
"3515103","EMBU-GUACU","262"
"3515129","EMILIANOPOLIS",""
"3515152","ENGENHEIRO COELHO",""
"3515186","ESPIRITO SANTO DO PINHAL","244"
"3515194","ESPIRITO SANTO DO TURVO",""
"3515202","ESTRELA D'OESTE","225"
"3515301","ESTRELA DO NORTE","250"
"3515350","EUCLIDES DA CUNHA PAULISTA",""
"3515400","FARTURA","252"
"3515509","FERNANDOPOLIS","225"
"3515608","FERNANDO PRESTES","236"
"3515707","FERRAZ DE VASCONCELOS","262"
"3515806","FLORA RICA","239"
"3515905","FLOREAL","232"
"3516002","FLORIDA PAULISTA","239"
"3516101","FLORINIA","251"
"3516200","FRANCA","230"
"3516309","FRANCISCO MORATO","262"
"3516408","FRANCO DA ROCHA","262"
